Type,Price,Sqm Price,Size,Living Area,Ground Area,Rooms,Ownership Expense,Year Built,Story,Energy Label,Longitude,Latitude,ZipCode,Drop_Rate,Age of Building,Price_W_Drop_Rate,Town
Villa,6.495.000,41.369,157,,624,5,4.842,1955,0, C,12.472864,55.633038,2650,0,67,6.495.000,Hvidovre
Villa,5.195.000,61.117,85,,658,3,4.134,1939,0, G,12.470083,55.653432,2650,0,83,5.195.000,Hvidovre
Villa,3.895.000,38.186,102,,805,3,4.898,1925,0, D,12.473693,55.636268,2650,0,97,3.895.000,Hvidovre
Ejerlejlighed,1.745.000,31.160,56,53,,2,1.494,1961, 3, E,,,2650,0,61,1.745.000,Hvidovre
Ejerlejlighed,1.995.000,39.117,51,54,,2,3.624,1945, 2, C,12.490054,55.63343,2650,0,77,1.995.000,Hvidovre
Fritidshus,2.995.000,52.543,57,,300,2,524,2021,0,,12.45735,55.654555,2650,0,1,2.995.000,Hvidovre
Ejerlejlighed,2.095.000,38.090,55,49,,2,2.360,1987, 2, C,12.472853,55.65976,2650,0,35,2.095.000,Hvidovre
Villa,3.795.000,42.166,90,,991,4,4.271,1957,0, E,12.450755,55.623761,2650,0,65,3.795.000,Hvidovre
Villa,6.250.000,45.955,136,,820,5,5.048,1934,0, C,12.482064,55.634782,2650,0,88,6.250.000,Hvidovre
Ejerlejlighed,2.495.000,36.159,69,63,,3,3.354,1987, 2, C,12.472183,55.659826,2650,0,35,2.495.000,Hvidovre
Villa,3.495.000,29.871,117,,816,3,4.478,1960,0, E,12.460733,55.632946,2650,0,62,3.495.000,Hvidovre
Villa,3.998.000,49.975,80,,589,4,3.964,1956,0, C,12.481102,55.63893,2650,0,66,3.998.000,Hvidovre
Villa,4.995.000,43.434,115,,788,4,4.785,1939,0, D,12.458881,55.64335,2650,0,83,4.995.000,Hvidovre
Villa,5.825.000,36.635,159,,595,5,4.619,1930,0, C,12.494337,55.642763,2650,0,92,5.825.000,Hvidovre
Villa,5.995.000,39.966,150,,661,5,4.604,1962,0, C,12.47188,55.630093,2650,0,60,5.995.000,Hvidovre
Andelsbolig,1.107.483,0,46,,4651,2,,1939, 1, D,12.477448,55.652436,2650,0,83,1.107.483,Hvidovre
Rækkehus,5.495.000,24.314,226,,,7,4.725,1900,0, C,12.444119,55.644358,2650,0,122,5.495.000,Hvidovre
Villa,7.250.000,48.013,151,,586,5,4.741,1927,0, D,12.481552,55.637875,2650,0,95,7.250.000,Hvidovre
Rækkehus,4.195.000,44.627,94,,,4,2.226,1987,0, B,12.473804,55.658035,2650,0,35,4.195.000,Hvidovre
Ejerlejlighed,2.195.000,30.068,73,67,,3,4.368,1966,0, C,12.479923,55.654586,2650,0,56,2.195.000,Hvidovre
Villa,4.795.000,64.797,74,,585,2,4.044,1942,0, C,12.467623,55.659549,2650,0,80,4.795.000,Hvidovre
Villa,5.545.000,60.271,92,,700,3,4.611,1943,0, C,12.487202,55.646354,2650,0,79,5.545.000,Hvidovre
Villa,3.875.000,27.678,140,,300,5,4.081,1985,0, D,12.459409,55.651268,2650,0,37,3.875.000,Hvidovre
Villa,4.995.000,32.435,154,,760,5,5.005,1963,0, F,12.46053,55.63063,2650,0,59,4.995.000,Hvidovre
Villa,4.495.000,38.093,118,,765,4,4.326,1931,0, F,12.482353,55.65025,2650,0,91,4.495.000,Hvidovre
Villa,4.995.000,68.424,73,,718,3,4.159,1937,0, D,12.487899,55.649812,2650,0,85,4.995.000,Hvidovre
Ejerlejlighed,1.495.000,31.808,47,35,,1,1.848,1966, 2, C,12.4730849,55.6251894,2650,0,56,1.495.000,Hvidovre
Villa,4.495.000,31.654,142,,639,5,4.753,1932,0, E,12.484897,55.621404,2650,0,90,4.495.000,Hvidovre
Villa,5.995.000,39.701,151,,615,6,4.926,1950,0, D,12.471899,55.628461,2650,0,72,5.995.000,Hvidovre
Fritidshus,2.295.000,40.263,57,,300,2,908,2022,0,,12.458668,55.655189,2650,0,0,2.295.000,Hvidovre
Villa,4.495.000,31.215,144,,300,4,4.203,1998,0, D,12.459739,55.651573,2650,0,24,4.495.000,Hvidovre
Villa,4.495.000,29.188,154,,751,5,4.870,1968,0, E,12.458202,55.621658,2650,0,54,4.495.000,Hvidovre
Villa,4.495.000,37.458,120,,600,4,4.488,1975,0, E,12.467158,55.65156,2650,0,47,4.495.000,Hvidovre
Villa,6.650.000,35.945,185,,706,5,4.640,1962,0, C,12.464182,55.635952,2650,5,60,6.317.500,Hvidovre
Fritidshus,1.245.000,41.500,30,,400,2,618,1956,0,,12.4582416,55.6373962,2650,0,66,1.245.000,Hvidovre
Villa,4.195.000,34.385,122,,1099,4,5.714,1974,0, D,12.455837,55.64527,2650,0,48,4.195.000,Hvidovre
Villa,6.695.000,60.863,110,,670,3,4.862,1951,0, D,12.492087,55.627016,2650,4,71,6.427.200,Hvidovre
Villa,7.495.000,46.265,162,,800,5,4.647,1928,0, D,12.483555,55.636546,2650,0,94,7.495.000,Hvidovre
Ejerlejlighed,2.995.000,44.701,67,73,,4,3.686,1963,0, C,12.479574,55.617187,2650,0,59,2.995.000,Hvidovre
Rækkehus,4.495.000,43.640,103,,,5,3.703,1962,0, D,12.486366,55.638376,2650,0,60,4.495.000,Hvidovre
Villa,7.495.000,51.689,145,,584,6,3.373,2018,0, A15,12.496654,55.643055,2650,0,4,7.495.000,Hvidovre
Rækkehus,4.495.000,31.215,144,,,4,4.105,1976,0, C,12.448209,55.6457,2650,0,46,4.495.000,Hvidovre
Ejerlejlighed,1.395.000,29.680,47,40,,1,1.489,1974, 2, C,,,2650,0,48,1.395.000,Hvidovre
Villa,8.195.000,43.823,187,,674,7,4.474,1924,0, B,12.476478,55.636382,2650,0,98,8.195.000,Hvidovre
Ejerlejlighed,1.995.000,31.171,64,58,,2,2.932,1956, 1, C,12.4730849,55.6251894,2650,0,66,1.995.000,Hvidovre
Ejerlejlighed,2.445.000,35.434,69,70,,4,2.998,1949, 2, D,12.4714737,55.6590081,2650,0,73,2.445.000,Hvidovre
Villa,4.195.000,34.385,122,,438,5,4.431,1974,0, D,12.454361,55.646871,2650,0,48,4.195.000,Hvidovre
Villa,4.249.000,26.067,163,,430,6,3.896,1972,0, C,,,2650,0,50,4.249.000,Hvidovre
Ejerlejlighed,2.195.000,31.357,70,64,,2,2.248,1966, 5, C,12.4566,55.661773,2650,0,56,2.195.000,Hvidovre
Rækkehus,3.495.000,26.884,130,,,5,4.172,1976,0, B,12.460554,55.62354,2650,0,46,3.495.000,Hvidovre
Villa,4.495.000,42.809,105,,707,4,4.310,1933,0, G,12.482478,55.642091,2650,0,89,4.495.000,Hvidovre
Villa,4.995.000,61.666,81,,802,3,4.815,1939,0, E,12.482711,55.634078,2650,0,83,4.995.000,Hvidovre
Rækkehus,7.495.000,51.689,145,,,5,3.841,2023,0, A15,12.480031,55.64404,2650,0,-1,7.495.000,Hvidovre
Rækkehus,7.645.000,52.724,145,,,5,3.841,2023,0, A15,12.480127,55.643811,2650,0,-1,7.645.000,Hvidovre
Villa,5.995.000,34.062,176,,760,6,5.290,1931,0, C,12.473811,55.631775,2650,0,91,5.995.000,Hvidovre
Villa,5.495.000,58.457,94,,689,4,4.584,1935,0, D,12.482038,55.637103,2650,0,87,5.495.000,Hvidovre
Villa,7.995.000,48.454,165,,622,6,4.301,2020,0, A20,12.490069,55.641774,2650,2,2,7.835.100,Hvidovre
Fritidshus,2.495.000,43.771,57,,300,2,1.408,2010,0,,12.462379,55.654261,2650,0,12,2.495.000,Hvidovre
Fritidshus,2.195.000,38.508,57,,360,2,1.057,2011,0,,12.459281,55.656275,2650,12,11,1.931.600,Hvidovre
Villa,3.480.000,53.538,65,,488,3,2.312,2016,0, A10,12.472988,55.627683,2650,6,6,3.271.200,Hvidovre
Villa,15.000.000,88.235,170,,1880,5,7.816,1920,0, C,12.493894,55.622067,2650,0,102,15.000.000,Hvidovre
Villa,4.295.000,47.722,90,,660,4,4.278,1959,0, F,12.474871,55.634014,2650,0,63,4.295.000,Hvidovre
Villa,6.475.000,57.300,113,,1014,5,5.635,1961,0, E,12.492357,55.628279,2650,0,61,6.475.000,Hvidovre
Villa,6.995.000,41.147,170,,627,5,4.619,1967,0, C,12.472526,55.629465,2650,7,55,6.505.350,Hvidovre
Villa,4.995.000,42.692,117,,756,4,4.402,1958,0, C,12.462698,55.639063,2650,6,64,4.695.300,Hvidovre
Ejerlejlighed,2.230.000,30.135,74,68,,3,4.460,1966, 1, C,12.480006,55.654483,2650,5,56,2.118.500,Hvidovre
Villa,5.200.000,44.444,117,,512,3,4.691,1949,0, D,12.483152,55.653464,2650,0,73,5.200.000,Hvidovre
Villa,5.495.000,52.333,105,,800,4,4.891,1925,0, C,12.496871,55.634804,2650,4,97,5.275.200,Hvidovre
Villa,6.295.000,26.120,241,,984,8,5.549,1966,0, D,12.45544,55.644712,2650,0,56,6.295.000,Hvidovre
Villa,5.195.000,36.076,144,,841,4,5.020,1964,0, D,12.485073,55.634896,2650,5,58,4.935.250,Hvidovre
Villa,5.495.000,45.791,120,,987,4,5.204,1965,0, D,12.491526,55.635071,2650,0,57,5.495.000,Hvidovre
Villa,5.995.000,33.121,181,,1024,5,3.773,1995,0, C,12.47449,55.6618,2650,12,27,5.275.600,Hvidovre
Ejerlejlighed,1.895.000,29.609,64,56,,2,2.469,1961, 1, D,,,2650,0,61,1.895.000,Hvidovre
Ejerlejlighed,2.625.000,30.523,86,75,,3,3.328,1976, 1, D,,,2650,0,46,2.625.000,Hvidovre
Villa,4.995.000,41.625,120,,609,4,4.088,1926,0, E,12.486115,55.639019,2650,0,96,4.995.000,Hvidovre
Ejerlejlighed,1.495.000,30.510,49,40,,1,2.087,1961, 2, E,,,2650,0,61,1.495.000,Hvidovre
Villa,3.845.000,35.934,107,,726,4,3.955,1960,0, D,12.475086,55.619425,2650,4,62,3.691.200,Hvidovre
Villa,3.895.000,45.823,85,,742,4,3.898,1960,0, G,12.474303,55.618327,2650,0,62,3.895.000,Hvidovre
Rækkehus,3.695.000,30.040,123,,,4,4.260,1980,0, B,12.461688,55.642561,2650,0,42,3.695.000,Hvidovre
Ejerlejlighed,3.995.000,30.730,130,165,,4,3.250,1958, 1, B,12.4476719,55.6319299,2650,20,64,3.196.000,Hvidovre
Villa,4.150.000,32.936,126,,695,4,4.344,1956,0, D,12.458552,55.644883,2650,13,66,3.610.500,Hvidovre
Villa,6.295.000,56.711,111,,756,4,4.927,1958,0, D,12.491706,55.624882,2650,4,64,6.043.200,Hvidovre
Andelsbolig,1.056.541,0,48,,,2,,1912, 1, C,12.448255,55.632752,2650,0,110,1.056.541,Hvidovre
Fritidshus,2.495.000,43.771,57,,400,3,565,2021,0,,12.4582416,55.6373962,2650,0,1,2.495.000,Hvidovre
Ejerlejlighed,3.495.000,39.715,88,91,,4,2.516,1958,0, B,12.446633,55.632875,2650,13,64,3.040.650,Hvidovre
Villa,4.495.000,53.511,84,,792,3,4.723,1925,0, D,12.488914,55.636651,2650,0,97,4.495.000,Hvidovre
Ejerlejlighed,2.185.000,27.658,79,67,,3,2.729,1972, 8, C,,,2650,3,50,2.119.450,Hvidovre
Villa,3.450.000,42.073,82,,890,3,3.839,1961,0, D,12.467881,55.621676,2650,5,61,3.277.500,Hvidovre
Ejerlejlighed,1.795.000,29.426,61,49,,2,2.554,1972, 16, C,,,1613,10,50,1.615.500,Hvidovre
Villa,4.995.000,42.692,117,,900,4,4.915,1950,0, C,12.46487,55.66374,2650,9,72,4.545.450,Hvidovre
Ejerlejlighed,3.495.000,41.607,84,84,,0,2.770,1954,0, E,12.476616,55.633494,2650,0,68,3.495.000,Hvidovre
Villa,3.595.000,32.098,112,,408,4,4.454,1974,0, D,12.454871,55.646085,2650,0,48,3.595.000,Hvidovre
Villa,6.495.000,55.042,118,,872,4,4.962,1951,0, D,12.46523,55.66114,2650,7,71,6.040.350,Hvidovre
Rækkehus,3.495.000,28.884,121,,,4,4.015,1968,0, C,12.476359,55.620256,2650,0,54,3.495.000,Hvidovre
Villa,6.995.000,44.554,157,,675,4,3.192,1937,0, C,12.47325,55.661166,2650,0,85,6.995.000,Hvidovre
Villa,6.795.000,37.131,183,,601,6,5.228,1974,0, D,12.461428,55.660243,2650,0,48,6.795.000,Hvidovre
Ejerlejlighed,1.250.000,28.409,44,33,,1,1.598,1972, 12, C,,,1214,0,50,1.250.000,Hvidovre
Ejerlejlighed,1.495.000,33.977,44,33,,1,1.280,1972, 7, C,,,2650,0,50,1.495.000,Hvidovre
Villa,5.895.000,39.300,150,,500,5,4.681,2023,0,,12.4788994,55.6184756,2650,9,-1,5.364.450,Hvidovre
Villa,3.998.000,34.170,117,,640,4,4.400,1966,0, E,12.459208,55.658499,2650,8,56,3.678.160,Hvidovre
Villa,5.495.000,39.250,140,,728,4,4.407,1958,0, C,12.463056,55.61853,2650,0,64,5.495.000,Hvidovre
Villa,4.495.000,42.405,106,,640,4,4.449,1959,0, D,12.459905,55.659489,2650,5,63,4.270.250,Hvidovre
Villa,6.995.000,39.078,179,,840,4,5.096,1943,0, C,12.477992,55.630218,2650,7,79,6.505.350,Hvidovre
Villa,7.995.000,46.213,173,,793,6,5.173,1940,0, D,12.481143,55.643155,2650,6,82,7.515.300,Hvidovre
Villa,4.495.000,28.093,160,,400,4,4.122,1967,0, C,12.468076,55.630898,2650,6,55,4.225.300,Hvidovre
Ejerlejlighed,1.995.000,29.776,67,60,,2,2.091,1958, 1, D,,,2650,0,64,1.995.000,Hvidovre
Villalejlighed,2.595.000,41.854,62,,,2,2.486,1945, 1, D,12.4586741,55.6415741,2650,0,77,2.595.000,Hvidovre
Fritidshus,1.995.000,35.625,56,,405,2,759,2020,0,,12.4582416,55.6373962,2650,0,2,1.995.000,Hvidovre
Villa,4.998.000,56.157,89,,624,4,4.465,1959,0, E,12.493285,55.62995,2650,11,63,4.448.220,Hvidovre
Ejerlejlighed,2.145.000,30.642,70,64,,2,2.249,1966, 2, C,12.455515,55.661457,2650,7,56,1.994.850,Hvidovre
Fritidshus,2.245.000,39.385,57,,400,3,11.294,2022,0,,12.4582416,55.6373962,2650,6,0,2.110.300,Hvidovre
Villa,4.995.000,23.232,215,,619,8,5.138,1960,0, C,12.479907,55.621338,2650,9,62,4.545.450,Hvidovre
Villa,4.395.000,24.553,179,,540,5,4.465,1972,0, C,12.465597,55.627421,2650,8,50,4.043.400,Hvidovre
Villa,5.095.000,54.784,93,,589,5,4.328,1925,0, C,12.478407,55.635335,2650,9,97,4.636.450,Hvidovre
Rækkehus,4.895.000,41.134,119,,,6,3.643,1950,0, C,12.461911,55.656517,2650,8,72,4.503.400,Hvidovre
Villa,5.995.000,37.943,158,,915,6,6.094,1965,0, C,12.487991,55.622026,2650,6,57,5.635.300,Hvidovre
Villa,7.295.000,47.679,153,,984,5,5.553,2021,0, A15,12.488,55.618343,2650,3,1,7.076.150,Hvidovre
Ejerlejlighed,2.295.000,31.438,73,67,,3,4.271,1966,0, C,12.479279,55.654451,2650,0,56,2.295.000,Hvidovre
Ejerlejlighed,1.645.000,26.967,61,57,,2,2.957,1961, 2, E,12.500103,55.641654,2650,18,61,1.348.900,Hvidovre
Ejerlejlighed,3.195.000,32.938,97,86,,3,2.764,1974, 3, C,,,2650,9,48,2.907.450,Hvidovre
Villa,3.795.000,33.289,114,,511,4,4.122,1939,0, E,12.48157,55.622246,2650,10,83,3.415.500,Hvidovre
Rækkehus,4.245.000,40.817,104,,,5,3.967,1961,0, D,12.485606,55.638631,2650,6,61,3.990.300,Hvidovre
Villa,5.495.000,53.349,103,,1104,3,5.104,1890,0, D,12.443727,55.642559,2650,4,132,5.275.200,Hvidovre
Villa,6.195.000,49.959,124,,758,3,4.804,1955,0, D,12.472066,55.630204,2650,0,67,6.195.000,Hvidovre
Ejerlejlighed,1.695.000,27.786,61,49,,2,1.869,1972, 10, C,,,1004,3,50,1.644.150,Hvidovre
Ejerlejlighed,2.225.000,31.338,71,63,,2,2.808,1979, 1, C,12.4870945,55.6318373,2650,3,43,2.158.250,Hvidovre
Fritidshus,2.495.000,42.288,59,,300,3,911,2019,0,,12.45767,55.654468,2650,0,3,2.495.000,Hvidovre
Villa,6.995.000,60.826,115,,1000,4,5.595,1965,0, C,12.488817,55.623763,2650,0,57,6.995.000,Hvidovre
Rækkehus,3.595.000,34.238,105,,,5,4.122,1961,0, D,12.485465,55.638612,2650,10,61,3.235.500,Hvidovre
Villa,6.995.000,35.871,195,,740,7,5.301,2004,0, C,12.465911,55.659815,2650,10,18,6.295.500,Hvidovre
Villa,5.695.000,43.473,131,,609,4,4.395,1959,0, C,,,2650,5,63,5.410.250,Hvidovre
Villa,5.295.000,32.685,162,,722,6,4.514,1961,0, D,12.462338,55.619607,2650,4,61,5.083.200,Hvidovre
Villa,5.195.000,39.060,133,,621,4,4.484,1959,0, D,12.472264,55.63295,2650,9,63,4.727.450,Hvidovre
Ejerlejlighed,1.995.000,28.500,70,64,,2,2.655,1966, 5, C,12.455524,55.661643,2650,9,56,1.815.450,Hvidovre
Ejerlejlighed,2.395.000,34.710,69,71,,2,2.927,1938, 1, E,12.473522,55.659157,2650,14,84,2.059.700,Hvidovre
Villa,4.495.000,36.844,122,,640,5,4.535,1976,0, C,12.469388,55.632597,2650,6,46,4.225.300,Hvidovre
Villa,4.745.000,28.584,166,,798,5,5.044,1968,0, E,12.451906,55.619879,2650,12,54,4.175.600,Hvidovre
Villa,5.995.000,73.109,82,,600,4,4.493,1957,0, D,12.492432,55.629939,2650,0,65,5.995.000,Hvidovre
Villa,4.495.000,37.773,119,,788,4,4.555,1964,0, C,12.461485,55.631863,2650,10,58,4.045.500,Hvidovre
Villa,4.995.000,54.890,91,,582,4,4.391,1940,0, D,12.484265,55.650713,2650,9,82,4.545.450,Hvidovre
Villa,6.495.000,31.995,203,,831,5,5.611,1961,0, D,12.485623,55.617734,2650,10,61,5.845.500,Hvidovre
Fritidshus,2.795.000,49.035,57,,300,2,1.071,2018,0,,12.463304,55.654273,2650,0,4,2.795.000,Hvidovre
Villa,3.495.000,31.205,112,,408,3,4.309,1975,0, D,12.452013,55.645371,2650,8,47,3.215.400,Hvidovre
Villa,5.400.000,33.540,161,,883,6,5.218,1965,0, D,12.4452,55.641383,2650,5,57,5.130.000,Hvidovre
Villa,5.495.000,35.000,157,,788,6,4.795,1956,0, D,12.458706,55.643679,2650,8,66,5.055.400,Hvidovre
Rækkehus,8.245.000,49.668,166,,,4,3.181,1951,0, B,12.45002,55.634486,2650,8,71,7.585.400,Hvidovre
Rækkehus,4.295.000,43.383,99,,,4,2.756,1986,0, C,12.479278,55.64209,2650,4,36,4.123.200,Hvidovre
Ejerlejlighed,1.765.000,28.934,61,49,,2,1.869,1972, 6, C,,,2650,0,50,1.765.000,Hvidovre
Villa,7.295.000,45.880,159,,900,5,5.722,2004,0, C,12.473487,55.630814,2650,6,18,6.857.300,Hvidovre
Ejerlejlighed,1.995.000,25.253,79,67,,3,2.853,1972, 3, C,,,2650,11,50,1.775.550,Hvidovre
Villa,4.798.000,25.935,185,,723,7,4.154,1961,0, C,12.474688,55.620251,2650,13,61,4.174.260,Hvidovre
Fritidshus,1.445.000,22.578,64,,300,2,1.071,1947,0,,12.462268,55.656126,2650,20,75,1.156.000,Hvidovre
Villa,5.795.000,59.132,98,,618,4,4.929,1956,0, C,12.490521,55.626531,2650,0,66,5.795.000,Hvidovre
Ejerlejlighed,2.798.000,30.747,91,84,,3,1.876,1951,0, C,,,2650,2,71,2.742.040,Hvidovre
Villalejlighed,4.195.000,28.154,149,,,4,2.937,1963,0, F,12.456317,55.656909,2650,7,59,3.901.350,Hvidovre
Villa,4.395.000,42.669,103,,761,5,2.906,1962,0, E,12.482742,55.641428,2650,8,60,4.043.400,Hvidovre
Rækkehus,3.495.000,26.082,134,,,4,4.390,1976,0, C,12.460793,55.624008,2650,8,46,3.215.400,Hvidovre
Villa,5.370.000,44.380,121,,535,4,4.027,1987,0, C,12.483475,55.622899,2650,0,35,5.370.000,Hvidovre
Villa,5.995.000,32.581,184,,784,7,5.327,1938,0, D,12.468449,55.65703,2650,14,84,5.155.700,Hvidovre
Villa,4.445.000,41.157,108,,730,4,4.505,1930,0, D,12.479941,55.641772,2650,19,92,3.600.450,Hvidovre
Villa,6.995.000,46.946,149,,701,5,5.082,2016,0, A10,12.469344,55.653284,2650,7,6,6.505.350,Hvidovre
Ejerlejlighed,2.625.000,34.539,76,77,,3,3.567,1985, 1, C,12.479027,55.636452,2650,12,37,2.310.000,Hvidovre
Villa,3.995.000,61.461,65,,868,4,4.348,1964,0, D,12.473083,55.623936,2650,11,58,3.555.550,Hvidovre
Villa,4.100.000,37.272,110,,680,3,4.614,1958,0, D,12.48211,55.618369,2650,11,64,3.649.000,Hvidovre
Villa,4.495.000,36.544,123,,792,4,5.020,1984,0, C,12.477744,55.617621,2650,10,38,4.045.500,Hvidovre
Ejerlejlighed,2.495.000,27.417,91,84,,3,1.773,1951, 1, C,12.493218,55.636107,2650,9,71,2.270.450,Hvidovre
Villa,8.995.000,41.837,215,,969,9,6.003,2013,0, A2,12.474725,55.658915,2650,5,9,8.545.250,Hvidovre
Villa,4.995.000,67.500,74,,429,3,4.062,1940,0, C,12.488188,55.648153,2650,11,82,4.445.550,Hvidovre
Fritidshus,1.995.000,33.250,60,,401,4,1.084,1945,0,,12.460959,55.6561,2650,9,77,1.815.450,Hvidovre
Villa,6.495.000,61.857,105,,730,5,3.067,1929,0, D,12.490936,55.637815,2650,0,93,6.495.000,Hvidovre
Villa,4.395.000,41.074,107,,500,3,3.970,1963,0, E,12.482318,55.616914,2650,2,59,4.307.100,Hvidovre
Villa,3.395.000,33.950,100,,595,3,3.829,1964,0, C,12.467419,55.633909,2650,6,58,3.191.300,Hvidovre
Villa,6.995.000,48.241,145,,712,5,4.607,2019,0, A20,12.469475,55.634759,2650,7,3,6.505.350,Hvidovre
Villa,13.995.000,39.533,354,,914,11,12.789,1924,0, D,12.499306,55.635157,2650,5,98,13.295.250,Hvidovre
Rækkehus,4.498.000,29.788,151,,,5,4.087,1984,0, C,12.463768,55.652055,2650,2,38,4.408.040,Hvidovre
Ejerlejlighed,1.795.000,30.948,58,53,,2,3.082,1939,0, D,12.475873,55.654421,2650,8,83,1.651.400,Hvidovre
Ejerlejlighed,2.195.000,44.795,49,40,,2,2.417,1961, 1, E,,,2650,0,61,2.195.000,Hvidovre
Villa,5.495.000,43.267,127,,816,5,4.822,1957,0, E,12.485214,55.649344,2650,4,65,5.275.200,Hvidovre
Villa,9.200.000,51.111,180,,982,5,5.470,1935,0, C,12.488155,55.643686,2650,6,87,8.648.000,Hvidovre
Ejerlejlighed,2.495.000,36.691,68,71,,3,3.161,1949, 2, D,12.47093,55.659902,2650,14,73,2.145.700,Hvidovre
Villa,4.895.000,38.849,126,,640,4,4.712,1958,0, D,12.479006,55.635272,2650,6,64,4.601.300,Hvidovre
Villa,6.200.000,49.206,126,,640,5,4.709,1951,0, C,12.458847,55.659067,2650,5,71,5.890.000,Hvidovre
Villa,4.695.000,32.832,143,,778,5,4.928,1961,0, C,12.459725,55.637734,2650,10,61,4.225.500,Hvidovre
Rækkehus,3.495.000,28.414,123,,,4,4.153,1980,0, B,12.461778,55.642577,2650,17,42,2.900.850,Hvidovre
Villa,7.850.000,49.371,159,,737,6,5.239,2011,0, B,12.481363,55.641157,2650,8,11,7.222.000,Hvidovre
Villa,9.995.000,43.837,228,,840,5,5.643,1960,0, A10,12.495354,55.626191,2650,13,62,8.695.650,Hvidovre
Villa,4.695.000,30.888,152,,296,4,3.703,1979,0, D,12.459733,55.649953,2650,0,43,4.695.000,Hvidovre
Fritidshus,1.499.000,26.298,57,,450,4,383,1990,0,,12.4582416,55.6373962,2650,6,32,1.409.060,Hvidovre
Villa,3.995.000,34.739,115,,761,3,4.764,1962,0, C,12.460277,55.636265,2650,20,60,3.196.000,Hvidovre
Villa,6.495.000,35.298,184,,788,7,5.180,1955,0, C,12.45402,55.643494,2650,4,67,6.235.200,Hvidovre
Villa,5.495.000,35.681,154,,715,5,3.668,1963,0, B,12.4583,55.618078,2650,8,59,5.055.400,Hvidovre
Villa,5.495.000,59.086,93,,778,3,4.740,1939,0, C,12.470907,55.660197,2650,15,83,4.670.750,Hvidovre
Villa,5.495.000,29.864,184,,977,5,4.107,1925,0, E,12.478023,55.653145,2650,15,97,4.670.750,Hvidovre
Villa,5.995.000,40.506,148,,465,6,4.045,1939,0, C,12.481319,55.622553,2650,11,83,5.335.550,Hvidovre
Villa,4.745.000,38.266,124,,741,4,5.691,1960,0, C,,,2650,9,62,4.317.950,Hvidovre
Villa,4.295.000,37.347,115,,595,4,4.133,1977,0, D,12.473107,55.625984,2650,4,45,4.123.200,Hvidovre
Villa,4.295.000,29.620,145,,300,5,3.673,1982,0, D,12.463895,55.650665,2650,9,40,3.908.450,Hvidovre
Villa,3.995.000,39.950,100,,782,3,4.712,1960,0, D,12.481236,55.619279,2650,14,62,3.435.700,Hvidovre
Villa,5.295.000,30.964,171,,735,7,5.217,1963,0, D,12.460381,55.637064,2650,4,59,5.083.200,Hvidovre
Ejerlejlighed,3.195.000,35.109,91,83,,3,2.368,1912,0, C,12.448201,55.63251,2650,9,110,2.907.450,Hvidovre
Ejerlejlighed,2.195.000,40.648,54,48,,2,2.833,1987, 1, C,12.472345,55.659819,2650,0,35,2.195.000,Hvidovre
Villa,5.595.000,45.860,122,,686,5,4.908,1957,0, C,12.498874,55.633121,2650,7,65,5.203.350,Hvidovre
Villa,4.795.000,43.198,111,,803,3,4.898,1952,0, E,12.479688,55.631398,2650,13,70,4.171.650,Hvidovre
Rækkehus,2.999.500,25.205,119,,,4,2.611,1978,0, B,12.402509,55.627727,2660,0,44,2.999.500,Brøndby Strand
Villa,10.750.000,55.989,192,,768,4,5.085,1990,0, D,12.404933,55.617107,2660,0,32,10.750.000,Brøndby Strand
Villa,2.995.000,26.271,114,,879,4,3.294,1962,0, B,12.40479,55.622927,2660,0,60,2.995.000,Brøndby Strand
Rækkehus,3.675.000,31.410,117,,,4,3.917,1960,0, D,12.418884,55.62001,2660,0,62,3.675.000,Brøndby Strand
Villa,5.995.000,44.407,135,,996,5,4.294,1999,0, C,12.411113,55.617764,2660,0,23,5.995.000,Brøndby Strand
Villa,3.295.000,35.053,94,,913,4,3.321,1964,0, E,12.4046449,55.6201889,2660,0,58,3.295.000,Brøndby Strand
Rækkehus,3.345.000,40.301,83,,,3,2.259,2003,0, B,12.428406,55.625528,2660,4,19,3.211.200,Brøndby Strand
Villa,3.850.000,32.083,120,,952,4,3.592,1959,0, D,12.40893,55.621763,2660,0,63,3.850.000,Brøndby Strand
Rækkehus,3.695.000,34.212,108,,,7,2.880,1948,0, C,12.420941,55.619371,2660,0,74,3.695.000,Brøndby Strand
Rækkehus,3.495.000,29.369,119,,,4,3.063,1978,0, B,12.403265,55.627734,2660,0,44,3.495.000,Brøndby Strand
Villa,3.495.000,27.304,128,,886,5,3.605,1954,0, E,12.413901,55.618356,2660,5,68,3.320.250,Brøndby Strand
Villa,5.750.000,37.337,154,,913,5,4.298,1982,0, B,12.405054,55.619444,2660,0,40,5.750.000,Brøndby Strand
Villa,4.995.000,36.195,138,,674,6,3.493,2003,0, C,12.421067,55.627821,2660,0,19,4.995.000,Brøndby Strand
Villa,4.775.000,25.951,184,,615,5,2.700,1890,0, G,12.4388119,55.6165175,2660,0,132,4.775.000,Brøndby Strand
Villa,4.250.000,32.945,129,,800,4,3.628,1967,0, C,12.4046449,55.6201889,2660,0,55,4.250.000,Brøndby Strand
Villa,3.295.000,28.652,115,,722,5,3.549,1966,0, F,12.434263,55.617154,2660,8,56,3.031.400,Brøndby Strand
