Type,Price,Sqm Price,Size,Living Area,Ground Area,Rooms,Ownership Expense,Year Built,Story,Energy Label,Longitude,Latitude,ZipCode,Drop_Rate,Age of Building,Price_W_Drop_Rate,Town
Ejerlejlighed,6.995.000,60.301,116,108,,3,6.240,1972, 6, C,,,1304,3,50,6.785.150,København K
Ejerlejlighed,3.700.000,60.655,61,53,,2,2.975,1972, 4, C,,,1304,0,50,3.700.000,København K
Ejerlejlighed,3.995.000,58.750,68,60,,2,3.558,1972, 3, C,,,1304,0,50,3.995.000,København K
Ejerlejlighed,9.000.000,80.357,112,105,,3,6.110,1805, 1, B,,,1306,0,217,9.000.000,København K
Ejerlejlighed,4.495.000,59.144,76,72,,3,5.342,1806, 1, C,12.583877,55.685782,1307,0,216,4.495.000,København K
Ejerlejlighed,3.995.000,62.421,64,58,,2,3.977,1806, 5, C,12.583649,55.685842,1307,0,216,3.995.000,København K
Ejerlejlighed,3.275.000,62.980,52,47,,2,2.445,1957, 2, C,12.584512,55.685614,1307,13,65,2.849.250,København K
Ejerlejlighed,3.495.000,67.211,52,47,,2,2.448,1957, 5, C,12.584512,55.685614,1307,9,65,3.180.450,København K
Ejerlejlighed,6.695.000,64.375,104,86,,3,3.449,1882, 4, C,,,1307,4,140,6.427.200,København K
Ejerlejlighed,4.100.000,56.944,72,65,,3,3.287,1882, 5, C,12.573885,55.68978,1307,13,140,3.567.000,København K
Ejerlejlighed,3.500.000,76.086,46,39,,2,2.222,1810,0, D,12.584771,55.686457,1308,0,212,3.500.000,København K
Ejerlejlighed,14.500.000,96.026,151,194,,4,5.228,1867,0, B,,,1308,0,155,14.500.000,København K
Ejerlejlighed,13.250.000,106.854,124,157,,4,4.442,1867,0, B,,,1308,0,155,13.250.000,København K
Ejerlejlighed,5.750.000,58.673,98,82,,3,2.702,1888,0, C,12.58533,55.686501,1308,3,134,5.577.500,København K
Ejerlejlighed,9.795.000,69.964,140,135,,4,4.730,2007, 2, C,12.590515,55.685658,1310,0,15,9.795.000,København K
Ejerlejlighed,5.995.000,49.958,120,112,,3,2.993,1963, 1, C,,,1310,14,59,5.155.700,København K
Rækkehus,25.000.000,106.382,235,,,9,3.209,1887,0,,12.587342,55.687136,1311,0,135,25.000.000,København K
Ejerlejlighed,3.200.000,80.000,40,36,,2,1.975,1880, 4, D,,,1313,0,142,3.200.000,København K
Ejerlejlighed,5.495.000,67.839,81,72,,3,3.444,1880,0, F,,,1313,0,142,5.495.000,København K
Ejerlejlighed,3.350.000,72.826,46,40,,2,1.643,1875, 2, G,,,1313,7,147,3.115.500,København K
Ejerlejlighed,3.495.000,72.812,48,43,,2,2.773,1925, 2, E,,,1316,0,97,3.495.000,København K
Ejerlejlighed,8.995.000,96.720,93,134,,2,4.334,1759,0,,12.582069,55.686979,1316,0,263,8.995.000,København K
Ejerlejlighed,3.495.000,55.476,63,58,,3,2.913,1800,0, D,12.584051,55.689738,1350,0,222,3.495.000,København K
Ejerlejlighed,6.495.000,62.451,104,94,,3,4.515,1884, 2, C,12.571643,55.690203,1352,0,138,6.495.000,København K
Ejerlejlighed,6.250.000,69.444,90,82,,3,3.461,1883, 3, C,,,1354,4,139,6.000.000,København K
Ejerlejlighed,9.495.000,59.343,160,146,,5,7.250,1884, 4, D,,,1354,5,138,9.020.250,København K
Ejerlejlighed,4.900.000,59.756,82,72,,4,3.927,1884, 3, C,12.571626,55.689047,1355,8,138,4.508.000,København K
Ejerlejlighed,5.599.000,67.457,83,76,,3,2.722,1883, 4, C,12.570473,55.689829,1357,10,139,5.039.100,København K
Ejerlejlighed,11.995.000,55.022,218,205,,6,9.104,1884,0, D,12.5679843,55.6882794,1357,8,138,11.035.400,København K
Ejerlejlighed,5.995.000,59.950,100,91,,4,3.191,1882, 1, D,12.571356,55.690397,1357,8,140,5.515.400,København K
Ejerlejlighed,12.000.000,56.603,212,197,,6,7.561,1850, 2, C,,,1358,0,172,12.000.000,København K
Andelsbolig,4.681.118,0,127,,,7,,1830, 4, D,12.567692,55.679908,1358,0,192,4.681.118,København K
Ejerlejlighed,4.795.000,67.535,71,66,,2,3.475,1838,0, C,,,1358,4,184,4.603.200,København K
Ejerlejlighed,13.500.000,74.585,181,166,,6,6.355,1850, 3, C,,,1358,0,172,13.500.000,København K
Andelsbolig,4.500.000,0,90,,,3,,1877, 5, C,,,1360,6,145,4.230.000,København K
Ejerlejlighed,6.495.000,41.107,158,142,,5,6.191,1876, 3, C,12.567434,55.685115,1360,9,146,5.910.450,København K
Ejerlejlighed,4.595.000,65.642,70,77,,3,3.436,1880,0, C,12.564938,55.685005,1363,12,142,4.043.600,København K
Ejerlejlighed,9.875.000,72.080,137,122,,5,2.940,1877, 3, D,12.568743,55.685082,1364,0,145,9.875.000,København K
Ejerlejlighed,5.995.000,51.239,117,108,,4,4.740,1877, 1, C,12.568732,55.685584,1364,6,145,5.635.300,København K
Ejerlejlighed,5.395.000,40.563,133,124,,4,5.317,1876, 1, C,12.567232,55.685122,1366,13,146,4.693.650,København K
Ejerlejlighed,5.495.000,38.971,141,129,,5,4.779,1876, 1, C,12.567232,55.685122,1366,13,146,4.780.650,København K
Ejerlejlighed,3.895.000,81.145,48,41,,2,2.866,1881, 4, C,12.563607,55.681328,1368,0,141,3.895.000,København K
Ejerlejlighed,2.598.000,61.857,42,37,,1,1.572,1969, 2, C,,,1370,0,53,2.598.000,København K
Ejerlejlighed,2.395.000,57.023,42,35,,1,1.490,1960, 3, D,,,1400,0,62,2.395.000,København K
Ejerlejlighed,6.995.000,63.018,111,97,,4,3.771,1933, 5, C,12.589553,55.673575,1400,0,89,6.995.000,København K
Villa,13.000.000,58.035,224,,115,8,4.934,1635,0, D,12.59043,55.672726,1400,0,387,13.000.000,København K
Ejerlejlighed,5.700.000,58.163,98,180,,3,4.276,1933,0, C,12.589755,55.673475,1400,5,89,5.415.000,København K
Ejerlejlighed,7.750.000,58.712,132,111,,5,5.938,1903, 3, C,,,1400,14,119,6.665.000,København K
Ejerlejlighed,6.195.000,65.210,95,84,,4,4.601,1903, 1, C,12.592557,55.671614,1400,5,119,5.885.250,København K
Ejerlejlighed,6.995.000,64.174,109,101,,3,3.626,1623, 1, D,12.590241,55.673652,1401,0,399,6.995.000,København K
Ejerlejlighed,9.995.000,74.589,134,123,,3,4.081,1623,0, D,12.590128,55.673712,1401,0,399,9.995.000,København K
Ejerlejlighed,21.500.000,99.537,216,194,,5,8.211,1623, 1,,12.589885,55.673872,1401,0,399,21.500.000,København K
Ejerlejlighed,7.195.000,69.182,104,97,,3,4.647,1653, 2,,12.589016,55.673378,1401,8,369,6.619.400,København K
Ejerlejlighed,5.995.000,77.857,77,67,,2,3.924,1700, 1,,12.591394,55.674841,1401,0,322,5.995.000,København K
Ejerlejlighed,7.495.000,53.920,139,124,,4,5.797,1720, 2,,,,1401,6,302,7.045.300,København K
Ejerlejlighed,9.950.000,75.378,132,116,,3,6.227,2017,0, A15,,,1401,7,5,9.253.500,København K
Ejerlejlighed,8.995.000,69.192,130,122,,3,4.924,1800, 2,,12.589051,55.673092,1401,5,222,8.545.250,København K
Ejerlejlighed,14.998.000,106.368,141,127,,3,6.842,2014, 2, A15,12.59593,55.676881,1401,9,8,13.648.180,København K
Villa,870.000,21.750,40,,50,2,,1970,0,,12.597509,55.677463,1401,13,52,756.900,København K
Fritidshus,2.850.000,63.333,45,,,4,5.575,1982,0,,,,1401,0,40,2.850.000,København K
Ejerlejlighed,8.395.000,62.185,135,124,,3,6.293,2002, 2, C,,,1402,3,20,8.143.150,København K
Ejerlejlighed,6.495.000,64.306,101,94,,3,3.040,1800,0,,12.590964,55.673836,1408,0,222,6.495.000,København K
Ejerlejlighed,7.300.000,82.022,89,89,,4,3.367,1725, 2,,,,1408,0,297,7.300.000,København K
Rækkehus,14.298.000,90.493,158,,,7,8.633,1698,0, D,12.590918,55.673591,1408,5,324,13.583.100,København K
Ejerlejlighed,7.495.000,60.934,123,111,,4,6.148,2001, 1, B,12.587434,55.671332,1408,10,21,6.745.500,København K
Ejerlejlighed,7.600.000,81.720,93,92,,2,4.495,1778, 1,,12.59048,55.673329,1408,5,244,7.220.000,København K
Ejerlejlighed,4.395.000,49.943,88,77,,3,4.053,1858,0, D,12.5896,55.67278,1408,6,164,4.131.300,København K
Ejerlejlighed,7.985.000,73.935,108,94,,3,4.471,2002, 2, C,12.587005,55.671435,1408,6,20,7.505.900,København K
Ejerlejlighed,5.495.000,67.012,82,75,,3,2.140,1727, 1, B,12.586306,55.670139,1411,8,295,5.055.400,København K
Villa,45.000.000,110.565,407,,219,10,8.868,1908,0, D,,,1414,0,114,45.000.000,København K
Villa,24.998.000,142.034,176,,97,6,3.443,1726,0, E,,,1414,0,296,24.998.000,København K
Ejerlejlighed,7.495.000,98.618,76,68,,3,3.441,1882, 4, D,,,1415,0,140,7.495.000,København K
Ejerlejlighed,9.295.000,74.360,125,117,,6,3.489,1745, 4,,,,1415,0,277,9.295.000,København K
Ejerlejlighed,9.500.000,93.137,102,128,,4,6.086,1882,0, D,,,1415,0,140,9.500.000,København K
Fritidshus,4.500.000,45.000,100,,,5,3.377,1957,0,,,,1415,10,65,4.050.000,København K
Ejerlejlighed,3.695.000,68.425,54,53,,2,1.871,1848, 1, G,12.591104,55.674014,1416,8,174,3.399.400,København K
Ejerlejlighed,4.298.000,53.061,81,74,,3,4.262,1938, 1, E,12.59318,55.673206,1416,14,84,3.696.280,København K
Villa,22.500.000,220.588,102,,65,6,4.286,1760,0, C,12.591451,55.673825,1416,0,262,22.500.000,København K
Ejerlejlighed,2.995.000,71.309,42,33,,1,1.983,1938, 1, E,12.593018,55.673292,1416,6,84,2.815.300,København K
Ejerlejlighed,5.498.000,66.240,83,76,,3,3.858,1975, 3, C,,,1418,8,47,5.058.160,København K
Ejerlejlighed,3.795.000,64.322,59,49,,2,1.970,1962, 1, C,,,1420,0,60,3.795.000,København K
Ejerlejlighed,2.398.000,51.021,47,37,,1,1.957,1962, 2, C,,,1420,8,60,2.206.160,København K
Ejerlejlighed,3.995.000,61.461,65,57,,2,3.481,1972, 1, D,12.590477,55.670963,1420,11,50,3.555.550,København K
Ejerlejlighed,3.695.000,68.425,54,46,,2,2.483,1914, 2, D,12.590458,55.67024,1422,0,108,3.695.000,København K
Ejerlejlighed,3.998.000,65.540,61,55,,3,3.064,1903, 4, C,12.592549,55.671532,1422,5,119,3.798.100,København K
Ejerlejlighed,3.395.000,66.568,51,46,,2,2.122,1975,0, C,,,1422,0,47,3.395.000,København K
Ejerlejlighed,2.999.000,63.808,47,39,,2,2.047,1903,0, C,12.592365,55.671416,1422,6,119,2.819.060,København K
Ejerlejlighed,6.195.000,75.548,82,74,,3,4.103,1870, 1, C,12.592961,55.670922,1423,5,152,5.885.250,København K
Ejerlejlighed,4.195.000,69.916,60,52,,2,3.009,1914, 2, D,12.589926,55.670006,1424,0,108,4.195.000,København K
Ejerlejlighed,4.995.000,65.723,76,68,,3,3.524,1894, 1, D,12.587664,55.670068,1424,9,128,4.545.450,København K
Ejerlejlighed,3.995.000,70.087,57,49,,3,2.587,1894, 1, D,12.587664,55.670068,1424,7,128,3.715.350,København K
Ejerlejlighed,3.450.000,62.727,55,49,,2,3.172,1938, 1, C,12.594456,55.672052,1425,5,84,3.277.500,København K
Ejerlejlighed,4.795.000,48.928,98,83,,3,5.406,1938, 3, C,12.59349,55.671683,1425,9,84,4.363.450,København K
Ejerlejlighed,4.695.000,51.593,91,83,,3,5.361,1938, 1, C,12.593924,55.671942,1425,6,84,4.413.300,København K
Ejerlejlighed,4.998.000,60.951,82,74,,3,3.478,1902, 3, C,12.596705,55.675162,1427,0,120,4.998.000,København K
Ejerlejlighed,6.195.000,76.481,81,72,,3,4.992,1902, 2, C,12.597289,55.674962,1427,5,120,5.885.250,København K
Ejerlejlighed,4.795.000,67.535,71,63,,3,3.785,1901, 3, C,12.597279,55.675198,1427,13,121,4.171.650,København K
Ejerlejlighed,4.995.000,76.846,65,57,,2,3.051,1902, 5, C,12.597623,55.674849,1427,4,120,4.795.200,København K
Ejerlejlighed,3.198.000,59.222,54,44,,2,2.823,1901, 4, C,,,1428,0,121,3.198.000,København K
Ejerlejlighed,3.498.000,67.269,52,44,,2,2.799,1901, 1, C,,,1428,0,121,3.498.000,København K
Ejerlejlighed,2.995.000,56.509,53,44,,2,2.359,1901,0, C,,,1428,8,121,2.755.400,København K
Ejerlejlighed,3.795.000,71.603,53,45,,2,3.469,1901, 3, C,,,1428,0,121,3.795.000,København K
Ejerlejlighed,3.750.000,69.444,54,45,,2,2.867,1901, 4, C,,,1428,11,121,3.337.500,København K
Ejerlejlighed,3.500.000,67.307,52,44,,2,2.764,1901, 1, C,,,1428,9,121,3.185.000,København K
Ejerlejlighed,3.750.000,70.754,53,45,,2,4.228,1901, 2, C,,,1428,6,121,3.525.000,København K
Ejerlejlighed,3.350.000,71.276,47,39,,2,2.428,1901, 5, C,,,1428,12,121,2.948.000,København K
Ejerlejlighed,3.250.000,67.708,48,38,,2,2.405,1901, 5, C,,,1428,16,121,2.730.000,København K
Ejerlejlighed,4.195.000,80.673,52,45,,2,3.283,1901, 3, C,12.598571,55.675672,1429,0,121,4.195.000,København K
Ejerlejlighed,3.700.000,72.549,51,44,,2,2.750,1901,0, C,12.598764,55.675829,1429,0,121,3.700.000,København K
Ejerlejlighed,3.550.000,68.269,52,45,,2,2.810,1901,0, C,12.598851,55.675899,1429,4,121,3.408.000,København K
Ejerlejlighed,2.999.000,66.644,45,38,,2,2.395,1901, 5, C,12.598851,55.675899,1429,12,121,2.639.120,København K
Ejerlejlighed,5.000.000,67.567,74,68,,3,4.038,1901,0, C,12.5988617,55.6764988,1430,0,121,5.000.000,København K
Rækkehus,9.200.000,60.130,153,,,5,5.126,2016,0, A15,12.614109,55.683635,1432,0,6,9.200.000,København K
Rækkehus,8.498.000,62.029,137,,,4,5.065,2014,0, A15,12.615043,55.685918,1432,3,8,8.243.060,København K
Rækkehus,6.498.000,58.540,111,,,3,4.644,2016,0, A15,12.613677,55.683947,1432,0,6,6.498.000,København K
Ejerlejlighed,5.495.000,59.728,92,82,,4,3.042,2014, 4, A15,12.615548,55.686472,1432,0,8,5.495.000,København K
Rækkehus,8.500.000,61.594,138,,,4,4.822,2015,0, A15,12.614537,55.685147,1432,0,7,8.500.000,København K
Villa,4.495.000,34.053,132,,,5,12.626,2001,0,,,,1432,0,21,4.495.000,København K
Ejerlejlighed,5.295.000,56.935,93,82,,4,3.083,2014, 2, A15,12.615573,55.685961,1432,0,8,5.295.000,København K
Ejerlejlighed,10.995.000,77.978,141,131,,5,4.673,2014, 7, A15,12.615548,55.686472,1432,8,8,10.115.400,København K
Villa,698.000,10.264,68,,,4,1.585,1956,0,,,,1432,30,66,488.600,København K
Ejerlejlighed,9.250.000,79.741,116,101,,4,5.685,2005, 3, C,,,1434,12,17,8.140.000,København K
Ejerlejlighed,12.400.000,96.124,129,129,,4,8.622,2023, 2, A15,,,1436,0,-1,12.400.000,København K
Ejerlejlighed,30.000.000,134.529,223,223,,5,18.093,2023, 10, A15,,,1436,0,-1,30.000.000,København K
Ejerlejlighed,13.500.000,101.503,133,133,,3,6.222,2024, 4, A15,,,1436,0,-2,13.500.000,København K
Ejerlejlighed,5.600.000,133.333,42,42,,2,2.685,2023, 2, A15,,,1436,0,-1,5.600.000,København K
Ejerlejlighed,6.200.000,110.714,56,56,,2,3.701,2023, 4, A15,,,1436,0,-1,6.200.000,København K
Ejerlejlighed,7.900.000,129.508,61,61,,2,3.473,2023, 7, A15,,,1436,0,-1,7.900.000,København K
Ejerlejlighed,8.000.000,102.564,78,78,,2,4.478,2023, 7, A15,,,1436,0,-1,8.000.000,København K
Ejerlejlighed,14.000.000,108.527,129,129,,4,8.663,2024, 6, A15,,,1436,0,-2,14.000.000,København K
Ejerlejlighed,14.500.000,109.022,133,133,,3,9.102,2023, 2, A15,,,1436,0,-1,14.500.000,København K
Ejerlejlighed,15.500.000,155.000,100,100,,3,6.910,2023, 5, A15,,,1436,0,-1,15.500.000,København K
Ejerlejlighed,16.000.000,134.453,119,119,,4,7.722,2023, 3, A15,,,1436,0,-1,16.000.000,København K
Ejerlejlighed,17.500.000,131.578,133,133,,3,11.340,2023, 2, A15,,,1436,0,-1,17.500.000,København K
Ejerlejlighed,19.000.000,154.471,123,123,,3,9.768,2023, 9, A15,,,1436,0,-1,19.000.000,København K
Ejerlejlighed,19.500.000,171.052,114,114,,3,9.864,2023, 4, A15,,,1436,0,-1,19.500.000,København K
Ejerlejlighed,20.000.000,127.388,157,157,,4,13.600,2023, 6, A15,,,1436,0,-1,20.000.000,København K
Ejerlejlighed,17.998.000,136.348,132,132,,4,9.210,2023, 2, A15,,,1436,0,-1,17.998.000,Christianshus
Ejerlejlighed,6.350.000,63.500,100,88,,3,4.987,2005, 1, C,12.604254,55.679353,1437,0,17,6.350.000,København K
Villa,8.750.000,52.083,168,,,6,11.627,1898,0,,12.60112,55.679472,1437,0,124,8.750.000,København K
Rækkehus,22.000.000,127.167,173,,,4,11.053,1867,0, B,12.605017,55.678697,1437,12,155,19.360.000,København K
Villa,4.250.000,60.714,70,,,3,9.167,2021,0,,,,1437,35,1,2.762.500,København K
Ejerlejlighed,2.995.000,23.582,127,127,,0,11.610,1899,0, C,,,1439,19,123,2.425.950,København K
Villa,12.850.000,144.382,89,,19381,4,2.609,1875,0, B,12.610349,55.683779,1439,7,147,11.950.500,København K
Villa,500.000,10.000,50,,,1,5.715,1958,0,,,,1439,0,64,500.000,København K
Ejerlejlighed,5.295.000,73.541,72,67,,2,3.511,1875,0,,12.568262,55.679978,1452,4,147,5.083.200,København K
Ejerlejlighed,6.750.000,64.285,105,96,,3,6.344,2002, 1, B,,,1452,4,20,6.480.000,København K
Ejerlejlighed,3.245.000,63.627,51,47,,2,1.983,1801,0, G,12.568257,55.679432,1452,7,221,3.017.850,København K
Ejerlejlighed,7.195.000,58.975,122,114,,4,4.387,1797, 4,,,,1453,4,225,6.907.200,København K
Ejerlejlighed,7.749.000,57.400,135,126,,3,6.946,1907, 3, D,,,1454,3,115,7.516.530,København K
Ejerlejlighed,5.495.000,59.728,92,83,,3,4.585,1798, 2, C,12.569646,55.678748,1455,0,224,5.495.000,København K
Ejerlejlighed,7.250.000,60.416,120,108,,5,5.269,1784, 2, D,12.571609,55.676709,1458,9,238,6.597.500,København K
Ejerlejlighed,7.695.000,65.211,118,99,,4,6.765,1920, 3, F,,,1459,0,102,7.695.000,Frederiksberg
Ejerlejlighed,5.500.000,47.413,116,107,,3,4.949,1799, 2, C,12.571469,55.676092,1462,12,223,4.840.000,København K
Ejerlejlighed,6.649.000,67.161,99,93,,4,2.656,1797, 1,,12.571678,55.676468,1462,2,225,6.516.020,København K
Ejerlejlighed,6.795.000,57.100,119,104,,4,5.467,1798, 3,,12.574405,55.676824,1466,0,224,6.795.000,København K
Ejerlejlighed,7.499.000,61.467,122,113,,4,5.146,1796, 4, C,12.573876,55.676911,1466,3,226,7.274.030,København K
Ejerlejlighed,8.675.000,59.013,147,133,,4,4.771,1877, 3, C,12.573748,55.675676,1468,0,145,8.675.000,København K
Ejerlejlighed,7.250.000,59.917,121,112,,4,4.058,1877, 3, C,12.573846,55.675678,1468,0,145,7.250.000,København K
Ejerlejlighed,7.350.000,79.891,92,75,,2,3.462,1867, 3, C,12.574221,55.675477,1468,0,155,7.350.000,København K
Ejerlejlighed,3.795.000,64.322,59,49,,2,2.931,1934, 1, C,,,1472,5,88,3.605.250,København K
Ejerlejlighed,4.650.000,52.840,88,74,,3,2.229,1769, 3,,12.576675,55.673776,1472,15,253,3.952.500,København K
Villa,100.000.000,143.884,695,,213,12,13.971,1757,0, D,,,1472,0,265,100.000.000,København K
Ejerlejlighed,4.495.000,65.144,69,59,,2,2.047,1905, 2, D,,,2200,0,117,4.495.000,København N
Ejerlejlighed,1.995.000,45.340,44,33,,1,1.871,1965, 6, C,,,2200,0,57,1.995.000,København N
Ejerlejlighed,3.495.000,65.943,53,45,,2,2.552,1893, 3, C,12.559089,55.690519,2200,0,129,3.495.000,København N
Ejerlejlighed,4.999.000,58.127,86,79,,3,2.623,1889, 4, C,12.558562,55.692286,2200,0,133,4.999.000,København N
Ejerlejlighed,5.295.000,40.419,131,123,,5,4.570,1902, 5, C,12.549672,55.702058,2200,0,120,5.295.000,København N
Andelsbolig,1.920.000,0,93,,,3,,1910, 2,,,,2200,0,112,1.920.000,København N
Ejerlejlighed,2.745.000,48.157,57,52,,2,1.962,1949, 1, D,12.544161,55.701295,2200,0,73,2.745.000,København N
Ejerlejlighed,2.695.000,49.907,54,45,,2,2.495,1962, 4, C,,,2200,0,60,2.695.000,København N
Ejerlejlighed,2.898.000,46.741,62,52,,2,2.000,1908, 3, C,12.548408,55.703498,2200,0,114,2.898.000,København N
Ejerlejlighed,2.795.000,57.040,49,44,,2,1.974,1893,0, D,12.559524,55.690876,2200,3,129,2.711.150,København N
Ejerlejlighed,2.999.000,56.584,53,45,,2,1.577,1910, 2, C,12.554434,55.692023,2200,0,112,2.999.000,København N
Ejerlejlighed,4.495.000,59.144,76,68,,3,2.277,1901, 2, D,12.551921,55.698437,2200,0,121,4.495.000,København N
Ejerlejlighed,3.495.000,60.258,58,52,,2,2.000,1900, 3, C,,,2200,0,122,3.495.000,København N
Ejerlejlighed,5.885.000,56.586,104,97,,4,3.814,1905, 1, D,12.543665,55.687805,2200,0,117,5.885.000,København N
Ejerlejlighed,7.799.000,49.360,158,147,,6,6.117,1904, 3, C,12.545833,55.696152,2200,0,118,7.799.000,København N
Andelsbolig,2.058.620,0,102,,,4,,1934,0, C,12.527229,55.696631,2200,0,88,2.058.620,København N
Ejerlejlighed,3.795.000,55.808,68,65,,3,2.608,1934,0, C,,,2200,0,88,3.795.000,København N
Ejerlejlighed,4.495.000,64.214,70,61,,3,2.855,1901, 3, D,12.545509,55.693418,2200,0,121,4.495.000,København N
Ejerlejlighed,4.695.000,57.256,82,76,,3,3.657,1903, 2, C,12.546446,55.694629,2200,0,119,4.695.000,København N
Ejerlejlighed,2.795.000,51.759,54,45,,2,2.495,1962, 2, C,,,2200,0,60,2.795.000,København N
Ejerlejlighed,3.999.000,63.476,63,56,,3,2.418,1899, 3, G,12.550229,55.694276,2200,0,123,3.999.000,København N
Ejerlejlighed,3.995.000,79.900,50,40,,2,2.609,1963, 5, D,,,2200,0,59,3.995.000,København N
Ejerlejlighed,5.195.000,54.684,95,87,,4,3.316,1907, 4, D,12.538743,55.697419,2200,4,115,4.987.200,København N
Ejerlejlighed,3.095.000,49.126,63,58,,3,2.786,1973,0, D,,,2200,10,49,2.785.500,København N
Ejerlejlighed,4.500.000,62.500,72,65,,3,4.708,1906, 2, D,,,2200,0,116,4.500.000,København N
Ejerlejlighed,4.495.000,52.882,85,77,,3,4.717,1969, 4, C,,,2200,0,53,4.495.000,København N
Ejerlejlighed,3.495.000,68.529,51,43,,2,2.385,1893, 2, C,,,2200,0,129,3.495.000,København N
Ejerlejlighed,2.795.000,51.759,54,49,,2,2.239,1949, 4, D,12.544161,55.701295,2200,3,73,2.711.150,København N
Ejerlejlighed,3.400.000,56.666,60,55,,2,3.466,1963, 2, D,,,2200,6,59,3.196.000,København N
Ejerlejlighed,2.095.000,41.078,51,39,,1,1.732,1974,0, C,,,2200,0,48,2.095.000,København N
Ejerlejlighed,3.595.000,57.063,63,60,,2,2.540,1934, 1, C,,,2200,8,88,3.307.400,København N
Ejerlejlighed,4.995.000,59.464,84,84,,4,3.388,1904, 4, D,12.546008,55.693072,2200,6,118,4.695.300,København N
Ejerlejlighed,5.875.000,75.320,78,69,,3,3.689,1920, 2, B,12.56527,55.692808,2200,0,102,5.875.000,København N
Ejerlejlighed,2.499.000,45.436,55,48,,2,3.864,1901,0, D,,,2200,0,121,2.499.000,København N
Ejerlejlighed,2.745.000,42.230,65,53,,2,2.370,1974, 1, C,,,2200,0,48,2.745.000,København N
Ejerlejlighed,2.695.000,42.109,64,53,,2,2.569,1965, 5, C,,,2200,7,57,2.506.350,København N
Ejerlejlighed,4.999.000,55.544,90,81,,4,3.414,1906, 3, D,12.547348,55.693221,2200,9,116,4.549.090,København N
Ejerlejlighed,6.995.000,46.019,152,131,,5,5.505,1899, 3, D,12.543486,55.698211,2200,7,123,6.505.350,København N
Ejerlejlighed,6.250.000,63.131,99,87,,4,4.063,2005, 5, C,,,2200,0,17,6.250.000,København N
Ejerlejlighed,3.598.000,55.353,65,61,,2,3.068,1932, 1, C,12.545101,55.695465,2200,5,90,3.418.100,København N
Ejerlejlighed,3.145.000,59.339,53,46,,2,2.250,1892,0, C,12.558023,55.690497,2200,10,130,2.830.500,København N
Ejerlejlighed,4.795.000,46.105,104,92,,4,4.500,1885, 2, D,,,2200,4,137,4.603.200,København N
Ejerlejlighed,2.650.000,47.321,56,45,,2,2.313,1991, 1, C,12.551042,55.705771,2200,3,31,2.570.500,København N
Ejerlejlighed,3.295.000,52.301,63,54,,3,2.813,1932,0, C,12.545254,55.695533,2200,8,90,3.031.400,København N
Ejerlejlighed,6.250.000,57.339,109,97,,4,4.434,2005, 1, C,,,2200,4,17,6.000.000,København N
Ejerlejlighed,2.595.000,36.041,72,59,,3,2.998,1978, 4, C,,,2200,10,44,2.335.500,København N
Ejerlejlighed,3.195.000,55.086,58,50,,2,1.782,1902, 1, C,12.549438,55.701076,2200,0,120,3.195.000,København N
Ejerlejlighed,2.995.000,59.900,50,43,,2,2.371,1893,0, C,,,2200,3,129,2.905.150,København N
Ejerlejlighed,2.395.000,58.414,41,36,,1,1.986,1973, 3, D,,,2200,4,49,2.299.200,København N
Ejerlejlighed,4.999.000,53.180,94,86,,4,3.073,1903, 3, C,12.546515,55.697556,2200,0,119,4.999.000,København N
Ejerlejlighed,6.995.000,63.018,111,90,,3,5.251,1890,0, D,12.564376,55.688903,2200,3,132,6.785.150,København N
Ejerlejlighed,2.495.000,44.553,56,50,,2,2.145,1899, 4, C,,,2200,7,123,2.320.350,København N
Ejerlejlighed,3.195.000,45.000,71,64,,3,3.547,1913, 5, D,,,2200,9,109,2.907.450,København N
Ejerlejlighed,2.295.000,48.829,47,41,,1,1.737,1905, 5, D,,,2200,0,117,2.295.000,København N
Ejerlejlighed,2.700.000,42.187,64,58,,2,2.883,1967,0, D,,,2200,10,55,2.430.000,København N
Ejerlejlighed,2.795.000,41.716,67,58,,2,2.872,1975, 2, B,,,2200,7,47,2.599.350,København N
Ejerlejlighed,2.395.000,48.877,49,37,,1,1.238,1970, 3, D,,,2200,0,52,2.395.000,København N
Ejerlejlighed,2.499.000,42.355,59,46,,2,3.037,1974, 1, C,,,2200,7,48,2.324.070,København N
Ejerlejlighed,1.995.000,62.343,32,25,,1,1.572,1883, 1, C,,,2200,17,139,1.655.850,København N
Ejerlejlighed,2.649.000,44.150,60,48,,2,1.903,1974, 4, C,,,2200,5,48,2.516.550,København N
